Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
522,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-156-article_output,1.0,0.30769,0.47059,0.89552,0.27273,0.41812,0.83333,0.25114,0.38596,0.78462,0.23394,0.36042,0.97059,0.29864,0.45674,0.7155,0.10629,0.18508,0.98727,0.09251,0.16917,0.98763,0.09442,0.17236
523,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-135-article_output,0.832,0.45415,0.58757,0.66935,0.36404,0.47159,0.57724,0.31278,0.40572,0.5082,0.27434,0.35633,0.808,0.44105,0.57062,0.53713,0.14975,0.2342,0.66826,0.19838,0.30594,0.67094,0.20062,0.30888
524,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-170-article_output,0.70769,0.62162,0.66187,0.57812,0.50685,0.54014,0.52381,0.45833,0.48889,0.46774,0.40845,0.43609,0.70769,0.62162,0.66187,0.53928,0.26277,0.35336,0.41538,0.31988,0.36143,0.42397,0.32769,0.36966
525,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-107-article_output,0.77273,0.68548,0.72649,0.56535,0.50135,0.53143,0.48476,0.42973,0.45559,0.42508,0.37669,0.39942,0.71515,0.63441,0.67236,0.44342,0.18091,0.25698,0.58184,0.45771,0.51236,0.58298,0.45893,0.51357
526,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-124-article_output,0.82278,0.65,0.72626,0.65385,0.51515,0.57627,0.51948,0.40816,0.45714,0.42105,0.3299,0.36994,0.72152,0.57,0.63687,0.49168,0.19194,0.2761,0.51899,0.32303,0.39821,0.52612,0.32917,0.40497
527,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-152-article_output,0.56902,0.70417,0.62942,0.38514,0.47699,0.42617,0.29831,0.36975,0.33021,0.2415,0.29958,0.26742,0.50505,0.625,0.55866,0.31785,0.18635,0.23495,0.28378,0.43494,0.34346,0.28568,0.43715,0.34554
528,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-125-article_output,0.86567,0.58,0.69461,0.75758,0.50505,0.60606,0.67692,0.44898,0.53988,0.59375,0.39175,0.47205,0.86567,0.58,0.69461,0.64429,0.22444,0.33291,0.74355,0.33212,0.45915,0.74704,0.3369,0.46438
529,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-181-article_output,0.65091,0.87317,0.74583,0.61314,0.82353,0.70293,0.60073,0.80788,0.68907,0.58824,0.79208,0.67511,0.64727,0.86829,0.74166,0.48541,0.318,0.38426,0.42484,0.76547,0.54642,0.42647,0.76651,0.54803
530,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-190-article_output,0.82988,0.89286,0.86022,0.7875,0.84753,0.81641,0.77824,0.83784,0.80694,0.76891,0.82805,0.79738,0.82573,0.88839,0.85591,0.61078,0.32454,0.42386,0.67075,0.77667,0.71983,0.67205,0.77769,0.72102
531,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-142-article_output,0.66288,0.66794,0.6654,0.4943,0.49808,0.49618,0.41985,0.42308,0.42146,0.37548,0.37838,0.37692,0.62879,0.63359,0.63118,0.42348,0.20405,0.2754,0.43159,0.43821,0.43487,0.43329,0.43992,0.43658
532,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-124-article_output,0.70513,0.55,0.61798,0.53247,0.41414,0.46591,0.40789,0.31633,0.35632,0.32,0.24742,0.27907,0.62821,0.49,0.55056,0.41108,0.15845,0.22873,0.37296,0.22626,0.28165,0.38084,0.23232,0.28859
533,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-180-article_output,0.82051,0.35556,0.49613,0.73684,0.31461,0.44095,0.64865,0.27273,0.384,0.58333,0.24138,0.34146,0.79487,0.34444,0.48062,0.59691,0.13086,0.21466,0.66937,0.12385,0.20903,0.67651,0.12872,0.21629
534,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-194-article_output,0.78065,0.64021,0.70349,0.72727,0.59574,0.65497,0.71242,0.58289,0.64118,0.69737,0.56989,0.62722,0.77419,0.63492,0.69767,0.39167,0.16488,0.23207,0.61466,0.41292,0.49399,0.61684,0.41534,0.49642
535,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-226-article_output,0.76389,0.58824,0.66466,0.67832,0.52151,0.58967,0.65493,0.5027,0.56881,0.6383,0.48913,0.55385,0.76389,0.58824,0.66466,0.64002,0.23141,0.33992,0.58858,0.34846,0.43775,0.59096,0.35097,0.44039
536,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-151-article_output,0.6831,0.54494,0.60625,0.46809,0.37288,0.4151,0.4,0.31818,0.35443,0.35252,0.28,0.3121,0.65493,0.52247,0.58125,0.42917,0.17981,0.25344,0.4516,0.28699,0.35095,0.45479,0.28983,0.35404
537,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-172-article_output,0.7125,0.77027,0.74026,0.62025,0.67123,0.64473,0.55128,0.59722,0.57333,0.50649,0.5493,0.52703,0.7125,0.77027,0.74026,0.64784,0.33718,0.44352,0.26994,0.31581,0.29108,0.28095,0.32805,0.30268
538,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-138-article_output,0.84932,0.69925,0.76701,0.67431,0.55472,0.6087,0.58525,0.48106,0.52806,0.50926,0.41825,0.45929,0.84018,0.69173,0.75876,0.52282,0.21144,0.30111,0.55176,0.3737,0.4456,0.55449,0.37615,0.44823
539,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-152-article_output,0.58514,0.7875,0.6714,0.42236,0.56904,0.48485,0.35826,0.48319,0.41145,0.30938,0.41772,0.35548,0.51393,0.69167,0.5897,0.32308,0.206,0.25159,0.29233,0.53006,0.37683,0.29412,0.53218,0.37886
540,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-103-article_output,0.62455,0.5786,0.6007,0.36594,0.33893,0.35192,0.28727,0.26599,0.27622,0.25182,0.23311,0.2421,0.55957,0.51839,0.53819,0.34646,0.15446,0.21366,0.36708,0.31496,0.33903,0.36894,0.31673,0.34085
541,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-186-article_output,0.57143,0.63889,0.60328,0.41875,0.46853,0.44224,0.39623,0.44366,0.41861,0.38608,0.43262,0.40803,0.54037,0.60417,0.57049,0.40696,0.23023,0.29409,0.28866,0.36111,0.32085,0.29218,0.36498,0.32455
542,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-110-article_output,0.70507,0.63223,0.66667,0.50926,0.45643,0.4814,0.44186,0.39583,0.41758,0.3972,0.35565,0.37528,0.66359,0.59504,0.62745,0.44399,0.18917,0.2653,0.42861,0.34447,0.38196,0.43113,0.34681,0.3844
543,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-194-article_output,0.56425,0.53439,0.54891,0.4382,0.41489,0.42623,0.41243,0.39037,0.4011,0.39205,0.37097,0.38122,0.54749,0.51852,0.53261,0.30079,0.14623,0.19679,0.31392,0.28149,0.29682,0.31672,0.28417,0.29956
544,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-162-article_output,0.575,0.68317,0.62444,0.52101,0.62,0.56621,0.49153,0.58586,0.53457,0.47009,0.56122,0.51163,0.575,0.68317,0.62444,0.45542,0.30429,0.36482,0.26499,0.37465,0.31042,0.27001,0.38058,0.3159
545,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-147-article_output,0.77941,0.49074,0.60227,0.51111,0.32093,0.39429,0.40299,0.25234,0.31035,0.32331,0.20188,0.24856,0.72059,0.4537,0.55682,0.44448,0.13485,0.20692,0.55893,0.22097,0.31672,0.5621,0.22343,0.31976
546,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-202-article_output,0.62185,0.51389,0.56274,0.5,0.41259,0.45211,0.44444,0.3662,0.40154,0.41379,0.34043,0.37354,0.62185,0.51389,0.56274,0.46412,0.18558,0.26514,0.35778,0.24398,0.29012,0.3621,0.24763,0.29412
547,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-209-article_output,0.81633,0.54795,0.65574,0.72917,0.48611,0.58333,0.70213,0.46479,0.55932,0.67391,0.44286,0.53448,0.5102,0.34247,0.40984,0.47631,0.13555,0.21104,0.47109,0.21081,0.29128,0.48529,0.22,0.30275
548,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-99-article_output,0.95349,0.31783,0.47674,0.83333,0.27344,0.41177,0.73171,0.23622,0.35714,0.65,0.20635,0.31325,0.95349,0.31783,0.47674,0.72485,0.11191,0.19389,0.90698,0.0992,0.17884,0.90899,0.10246,0.18416
549,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-226-article_output,0.75591,0.51337,0.61147,0.61111,0.41398,0.49359,0.576,0.38919,0.46452,0.55645,0.375,0.44805,0.74803,0.50802,0.60509,0.51452,0.16407,0.2488,0.56418,0.25956,0.35555,0.56724,0.26227,0.35869
550,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-181-article_output,1.0,0.39512,0.56643,0.9875,0.38725,0.55633,0.97468,0.37931,0.5461,0.96154,0.37129,0.53572,1.0,0.39512,0.56643,0.44909,0.08666,0.14528,1.0,0.15495,0.26832,1.0,0.15724,0.27175
551,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-146-article_output,0.81604,0.66031,0.72996,0.63981,0.51724,0.57203,0.51905,0.41923,0.46383,0.44019,0.35521,0.39316,0.80189,0.64885,0.7173,0.51119,0.19956,0.28706,0.65456,0.42818,0.5177,0.65607,0.42993,0.51946
552,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-100-article_output,0.85714,0.48,0.61538,0.81481,0.44898,0.57895,0.73077,0.39583,0.51351,0.68,0.3617,0.47222,0.85714,0.48,0.61538,0.72481,0.20826,0.32355,0.73016,0.22531,0.34436,0.73827,0.23469,0.35616
553,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-168-article_output,0.73577,0.85377,0.79039,0.68163,0.79147,0.73245,0.65984,0.76667,0.70925,0.65021,0.75598,0.69912,0.73577,0.85377,0.79039,0.53719,0.31327,0.39575,0.54468,0.73388,0.62528,0.54621,0.735,0.6267
554,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-130-article_output,0.87179,0.44737,0.5913,0.68421,0.34667,0.46018,0.64865,0.32432,0.43243,0.61111,0.30137,0.40367,0.84615,0.43421,0.57391,0.72219,0.1785,0.28625,0.75574,0.19649,0.31189,0.76123,0.20274,0.3202
555,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-100-article_output,0.83721,0.72,0.77419,0.71429,0.61224,0.65934,0.58537,0.5,0.53933,0.5,0.42553,0.45977,0.74419,0.64,0.68817,0.60986,0.2691,0.37343,0.54928,0.4049,0.46617,0.56296,0.41758,0.47949
556,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-109-article_output,0.73571,0.78327,0.75875,0.5914,0.62977,0.60998,0.53237,0.56705,0.54916,0.48375,0.51538,0.49906,0.69286,0.73764,0.71455,0.47599,0.24427,0.32286,0.5361,0.60778,0.56969,0.53748,0.60907,0.57104
557,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-227-article_output,0.61386,0.35907,0.4531,0.25828,0.15087,0.19048,0.16944,0.09884,0.12485,0.14,0.08155,0.10306,0.59076,0.34556,0.43605,0.28689,0.08792,0.13459,0.35698,0.12198,0.18183,0.35868,0.12289,0.18306
558,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-213-article_output,0.76265,0.75969,0.76117,0.66797,0.66537,0.66667,0.62745,0.625,0.62622,0.60236,0.6,0.60118,0.75486,0.75194,0.7534,0.54982,0.25538,0.34877,0.57098,0.56656,0.56876,0.57248,0.56806,0.57026
559,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-120-article_output,0.86719,0.7351,0.7957,0.72549,0.61462,0.66547,0.62992,0.53333,0.57761,0.57312,0.48495,0.52536,0.85547,0.72517,0.78495,0.56109,0.22766,0.3239,0.69329,0.49788,0.57956,0.69463,0.49943,0.58107
560,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-108-article_output,0.59748,0.48718,0.53672,0.44304,0.36082,0.39773,0.3949,0.32124,0.35428,0.37821,0.30729,0.33908,0.56604,0.46154,0.50848,0.37791,0.15706,0.2219,0.34671,0.23024,0.27672,0.34979,0.23282,0.27956
561,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-125-article_output,0.84444,0.38,0.52414,0.59091,0.26263,0.36364,0.48837,0.21429,0.29788,0.40476,0.17526,0.24461,0.8,0.36,0.49655,0.58047,0.13581,0.22012,0.67273,0.13455,0.22425,0.67988,0.13924,0.23114
562,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-114-article_output,0.81818,0.2459,0.37815,0.53704,0.15934,0.24576,0.39623,0.11602,0.17949,0.28846,0.08333,0.12931,0.8,0.24044,0.36975,0.39727,0.06175,0.10689,0.61347,0.0547,0.10044,0.62118,0.05679,0.10407
563,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-115-article_output,0.93182,0.36283,0.52229,0.83721,0.32143,0.46452,0.7619,0.28829,0.4183,0.73171,0.27273,0.39735,0.90909,0.35398,0.50955,0.80674,0.15153,0.25514,0.86469,0.12927,0.22492,0.86754,0.13323,0.23099
564,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-180-article_output,0.74359,0.64444,0.69047,0.62338,0.53933,0.57832,0.59211,0.51136,0.54878,0.57333,0.49425,0.53086,0.74359,0.64444,0.69047,0.60487,0.26521,0.36874,0.5328,0.3995,0.45662,0.53799,0.40474,0.46195
565,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-186-article_output,0.62319,0.59722,0.60993,0.53285,0.51049,0.52143,0.50735,0.48592,0.4964,0.4963,0.47518,0.48551,0.61594,0.59028,0.60284,0.46517,0.22557,0.30381,0.34962,0.321,0.3347,0.35349,0.32474,0.33851
566,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-154-article_output,0.86575,0.81443,0.83931,0.76099,0.71576,0.73768,0.68595,0.64508,0.66489,0.62431,0.58701,0.60509,0.83014,0.78093,0.80478,0.52356,0.22506,0.3148,0.69792,0.61753,0.65527,0.69884,0.61854,0.65624
567,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-165-article_output,0.90909,0.78431,0.8421,0.90698,0.78,0.83871,0.90476,0.77551,0.83516,0.90244,0.77083,0.83146,0.90909,0.78431,0.8421,0.81997,0.39353,0.53182,0.82452,0.61176,0.70238,0.82912,0.61887,0.70873
568,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-205-article_output,0.72727,0.52336,0.60869,0.59211,0.42453,0.49451,0.57333,0.40952,0.47777,0.55405,0.39423,0.46067,0.71429,0.51402,0.59783,0.58212,0.21446,0.31344,0.52153,0.26909,0.35501,0.52665,0.27367,0.36018
569,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-219-article_output,0.82857,0.69048,0.75325,0.73529,0.60976,0.66667,0.63636,0.525,0.57534,0.5625,0.46154,0.50704,0.65714,0.54762,0.5974,0.58556,0.23107,0.33137,0.61176,0.42276,0.5,0.62321,0.43459,0.51208
570,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-160-article_output,1.0,0.85849,0.92386,1.0,0.85714,0.92308,1.0,0.85577,0.92228,1.0,0.85437,0.92147,1.0,0.85849,0.92386,0.78547,0.37437,0.50706,1.0,0.73585,0.84783,1.0,0.7381,0.84932
571,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-105-article_output,0.56599,0.76632,0.65109,0.35623,0.48276,0.40995,0.29337,0.39792,0.33774,0.24552,0.33333,0.28276,0.52284,0.7079,0.60146,0.30903,0.20645,0.24753,0.30732,0.56388,0.39782,0.30861,0.56523,0.39924
572,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-228-article_output,0.61395,0.7313,0.66751,0.47552,0.56667,0.51711,0.44159,0.52646,0.4803,0.41686,0.49721,0.4535,0.60465,0.72022,0.65739,0.34038,0.19995,0.25192,0.37322,0.52976,0.43792,0.37433,0.53087,0.43906
573,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-188-article_output,0.87395,0.82213,0.84725,0.80169,0.75397,0.7771,0.79237,0.74502,0.76797,0.78298,0.736,0.75876,0.86555,0.81423,0.83911,0.62943,0.28514,0.39248,0.76081,0.6731,0.71427,0.76174,0.67426,0.71534
574,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-187-article_output,0.59817,0.87333,0.71002,0.5367,0.78523,0.6376,0.51152,0.75,0.60822,0.48611,0.71429,0.57851,0.59817,0.87333,0.71002,0.45885,0.34646,0.39481,0.29232,0.62443,0.39822,0.29507,0.62769,0.40143
575,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-121-article_output,0.78862,0.61006,0.68794,0.5102,0.39432,0.44484,0.40164,0.31013,0.35,0.34156,0.26349,0.29749,0.72764,0.56289,0.63475,0.46291,0.17075,0.24948,0.60289,0.36045,0.45116,0.60434,0.36199,0.45278
576,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-104-article_output,0.81529,0.49612,0.61687,0.5641,0.34241,0.42615,0.45806,0.27734,0.34549,0.38312,0.23137,0.28851,0.79618,0.4845,0.60241,0.46286,0.13267,0.20623,0.60134,0.22212,0.32441,0.60402,0.22421,0.32703
577,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-176-article_output,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83776,0.4241,0.56313,1.0,1.0,1.0,1.0,1.0,1.0
578,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-209-article_output,0.85185,0.94521,0.8961,0.8125,0.90278,0.85526,0.77215,0.85915,0.81333,0.73077,0.81429,0.77027,0.67901,0.75342,0.71428,0.56754,0.26699,0.36314,0.43549,0.53691,0.48091,0.44548,0.54778,0.49136
579,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-152-article_output,0.59044,0.72083,0.64915,0.42123,0.51464,0.46327,0.35739,0.43697,0.39319,0.31379,0.38397,0.34535,0.50512,0.61667,0.55535,0.32224,0.18638,0.23616,0.30256,0.45129,0.36225,0.3045,0.45351,0.36436
580,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-96-article_output,0.71622,0.64113,0.6766,0.52036,0.46559,0.49145,0.43182,0.38618,0.40773,0.36073,0.32245,0.34052,0.6982,0.625,0.65958,0.43847,0.19445,0.26942,0.51816,0.41501,0.46088,0.51996,0.41684,0.46272
581,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-175-article_output,0.56164,0.17982,0.27242,0.08333,0.02643,0.04013,0.01408,0.00442,0.00673,0.0,0.0,0.0,0.50685,0.16228,0.24585,0.28899,0.04556,0.07871,0.26332,0.02674,0.04855,0.27111,0.02804,0.05082
582,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-184-article_output,0.68037,0.86127,0.76021,0.62385,0.7907,0.69743,0.60829,0.77193,0.68041,0.60185,0.76471,0.67358,0.6758,0.85549,0.7551,0.49544,0.32706,0.39401,0.46504,0.74614,0.57297,0.46698,0.74744,0.57483
583,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-218-article_output,0.93377,0.56175,0.70149,0.81333,0.488,0.61,0.7651,0.45783,0.57286,0.72973,0.43548,0.54545,0.90066,0.54183,0.67661,0.6248,0.17976,0.27919,0.83135,0.30008,0.44098,0.83277,0.30217,0.44344
584,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-167-article_output,0.71809,0.9375,0.81326,0.68984,0.9021,0.78182,0.67742,0.88732,0.76829,0.66486,0.87234,0.7546,0.71809,0.9375,0.81326,0.56718,0.37059,0.44828,0.50984,0.87044,0.64304,0.51202,0.87135,0.64502
585,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-185-article_output,0.70345,0.6,0.64762,0.54861,0.46746,0.50479,0.51748,0.44048,0.47589,0.5,0.42515,0.45955,0.68966,0.58824,0.63493,0.50983,0.21283,0.3003,0.47443,0.3448,0.39936,0.47742,0.34767,0.40234
586,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-165-article_output,0.62162,0.45098,0.52273,0.41667,0.3,0.34884,0.34286,0.2449,0.28572,0.32353,0.22917,0.2683,0.56757,0.41176,0.47727,0.44777,0.18071,0.2575,0.30631,0.16,0.2102,0.32336,0.17132,0.22398
587,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-115-article_output,0.92308,0.63717,0.75393,0.74026,0.50893,0.60318,0.65789,0.45045,0.53476,0.58667,0.4,0.47568,0.78205,0.53982,0.63874,0.61549,0.20495,0.3075,0.79021,0.375,0.50863,0.79351,0.3795,0.51344
588,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-148-article_output,0.73026,0.66667,0.69702,0.55116,0.50301,0.52599,0.47351,0.43202,0.45181,0.43189,0.39394,0.41204,0.70066,0.63964,0.66876,0.45692,0.19619,0.27451,0.53035,0.44188,0.48209,0.53166,0.44321,0.48342
589,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-99-article_output,0.88889,0.62016,0.7306,0.77528,0.53906,0.63594,0.69318,0.48031,0.56744,0.63218,0.43651,0.51643,0.88889,0.62016,0.7306,0.66444,0.21471,0.32455,0.64494,0.31286,0.42133,0.65022,0.31751,0.42667
590,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-131-article_output,0.66839,0.57848,0.62019,0.45833,0.3964,0.42512,0.36649,0.31674,0.3398,0.3,0.25909,0.27805,0.65285,0.56502,0.60577,0.3993,0.17203,0.24046,0.38218,0.28607,0.32721,0.38515,0.28869,0.33002
591,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-221-article_output,0.69027,0.58868,0.63544,0.53778,0.45833,0.49489,0.48661,0.41445,0.44764,0.44843,0.38168,0.41237,0.63717,0.5434,0.58656,0.43187,0.16448,0.23823,0.36747,0.2671,0.30935,0.37029,0.26949,0.31195
592,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-136-article_output,0.99541,0.55216,0.71031,0.91244,0.5051,0.65024,0.86574,0.47826,0.61614,0.82326,0.45385,0.58513,0.98624,0.54707,0.70376,0.65891,0.17104,0.27158,0.98127,0.30132,0.46106,0.9814,0.30258,0.46255
593,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-176-article_output,0.82716,0.77011,0.79762,0.7375,0.68605,0.71085,0.72152,0.67059,0.69512,0.70513,0.65476,0.67901,0.81481,0.75862,0.78571,0.68217,0.32153,0.43706,0.69043,0.59797,0.64088,0.69367,0.60178,0.64447
594,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-229-article_output,0.72997,0.4833,0.58156,0.47917,0.31693,0.38152,0.4209,0.27811,0.33492,0.3982,0.26285,0.31667,0.71217,0.47151,0.56738,0.41581,0.13603,0.205,0.5591,0.24484,0.34055,0.56012,0.24577,0.34164
595,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-211-article_output,0.62637,0.65517,0.64045,0.53333,0.55814,0.54545,0.51685,0.54118,0.52874,0.5,0.52381,0.51163,0.6044,0.63218,0.61798,0.5128,0.27334,0.3566,0.39096,0.42796,0.40862,0.39618,0.43324,0.41388
596,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-109-article_output,0.82222,0.56274,0.66817,0.64246,0.43893,0.52154,0.56742,0.38697,0.46014,0.50847,0.34615,0.4119,0.81111,0.55513,0.65914,0.53428,0.17626,0.26507,0.68088,0.31838,0.43388,0.68242,0.32021,0.43589
597,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-180-article_output,0.6,0.36667,0.45517,0.37037,0.22472,0.27972,0.26415,0.15909,0.19858,0.23077,0.13793,0.17266,0.52727,0.32222,0.4,0.40606,0.12554,0.19179,0.32727,0.12135,0.17705,0.33658,0.12653,0.18392
598,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-142-article_output,0.58333,0.4542,0.51073,0.27094,0.21073,0.23707,0.16832,0.13077,0.14719,0.13433,0.10425,0.11739,0.53431,0.41603,0.46781,0.31365,0.11678,0.17019,0.3074,0.18616,0.23189,0.31006,0.18817,0.23421
