Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
1843,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-213-article_output,0.8,0.58915,0.67857,0.65608,0.48249,0.55605,0.60638,0.44531,0.51351,0.57754,0.42353,0.48869,0.78947,0.5814,0.66964,0.54561,0.18736,0.27893,0.64027,0.34676,0.44987,0.64192,0.34861,0.45184
1844,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-199-article_output,0.825,0.6875,0.75,0.7563,0.62937,0.68702,0.70339,0.58451,0.63846,0.65812,0.5461,0.5969,0.825,0.6875,0.75,0.64197,0.26572,0.37586,0.66947,0.46426,0.54829,0.67199,0.46729,0.55125
1845,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-143-article_output,0.5674,0.69615,0.62522,0.36164,0.44402,0.39862,0.30915,0.37984,0.34087,0.27532,0.33852,0.30367,0.52351,0.64231,0.57686,0.32893,0.19275,0.24307,0.29548,0.44511,0.35518,0.29718,0.44705,0.35702
1846,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-142-article_output,0.65663,0.83206,0.73401,0.51057,0.64751,0.57094,0.44545,0.56538,0.4983,0.39514,0.50193,0.44218,0.63253,0.80153,0.70707,0.41635,0.25229,0.31419,0.35508,0.57062,0.43776,0.35688,0.57259,0.4397
1847,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-230-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-155-article_output,0.6891,0.78182,0.73254,0.50161,0.56934,0.53333,0.42903,0.48718,0.45626,0.38511,0.4375,0.40964,0.64744,0.73455,0.68825,0.36937,0.20561,0.26417,0.37208,0.47915,0.41888,0.3741,0.48133,0.42099
1849,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-194-article_output,0.67961,0.74074,0.70886,0.58537,0.6383,0.61069,0.56863,0.62032,0.59335,0.55665,0.60753,0.58098,0.6699,0.73016,0.69873,0.49219,0.27537,0.35316,0.47478,0.56428,0.51568,0.47674,0.56611,0.5176
1850,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-135-article_output,0.832,0.45415,0.58757,0.66935,0.36404,0.47159,0.57724,0.31278,0.40572,0.5082,0.27434,0.35633,0.808,0.44105,0.57062,0.53713,0.14975,0.2342,0.66826,0.19838,0.30594,0.67094,0.20062,0.30888
1851,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-103-article_output,0.68033,0.55518,0.61142,0.42387,0.34564,0.38078,0.36777,0.29966,0.33024,0.34025,0.27703,0.3054,0.64754,0.52843,0.58195,0.40396,0.15864,0.22781,0.44303,0.29481,0.35403,0.44495,0.29653,0.35589
1852,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-194-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-227-article_output,0.66881,0.40154,0.50181,0.35806,0.2147,0.26844,0.26861,0.16085,0.20121,0.23701,0.14175,0.1774,0.6463,0.38803,0.48492,0.2999,0.09433,0.14352,0.42464,0.15287,0.22481,0.42622,0.15383,0.22607
1854,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-110-article_output,0.79444,0.59091,0.67772,0.55866,0.41494,0.47619,0.46067,0.34167,0.39235,0.38983,0.2887,0.33173,0.75,0.55785,0.63981,0.4624,0.16342,0.24149,0.49106,0.27129,0.3495,0.49432,0.27386,0.35246
1855,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-183-article_output,0.58824,0.43478,0.5,0.39604,0.29197,0.33613,0.37,0.27206,0.31356,0.36364,0.26667,0.3077,0.58824,0.43478,0.5,0.47099,0.17111,0.25102,0.34828,0.18978,0.24568,0.35282,0.19322,0.2497
1856,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-106-article_output,0.67315,0.72385,0.69758,0.48828,0.52521,0.50607,0.42353,0.4557,0.43903,0.37402,0.40254,0.38776,0.63813,0.68619,0.66129,0.39079,0.21423,0.27675,0.41312,0.47783,0.44313,0.41512,0.47986,0.44515
1857,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-191-article_output,0.78082,0.63333,0.69938,0.67586,0.54749,0.60494,0.65972,0.53371,0.59006,0.65035,0.52542,0.58125,0.76712,0.62222,0.68711,0.57333,0.24216,0.3405,0.58961,0.3874,0.46758,0.59226,0.39014,0.47041
1858,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-205-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-102-article_output,0.76471,0.50352,0.60722,0.53226,0.34982,0.42217,0.43243,0.28369,0.34261,0.34783,0.22776,0.27527,0.74866,0.49296,0.59448,0.45327,0.14108,0.21518,0.56638,0.24511,0.34215,0.56853,0.24693,0.34431
1860,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-107-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-171-article_output,0.69737,0.67089,0.68387,0.58667,0.5641,0.57516,0.5,0.48052,0.49007,0.45205,0.43421,0.44295,0.68421,0.65823,0.67097,0.55032,0.24636,0.34035,0.46491,0.43006,0.44681,0.47043,0.43558,0.45233
1862,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-215-article_output,0.72619,0.95312,0.82432,0.62651,0.8254,0.71233,0.56098,0.74194,0.63889,0.51852,0.68852,0.59155,0.70238,0.92188,0.7973,0.58714,0.37985,0.46128,0.44492,0.76935,0.56379,0.45139,0.77489,0.57047
1863,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-214-article_output,0.6,0.49528,0.54263,0.28736,0.23697,0.25974,0.23699,0.19524,0.2141,0.20349,0.16746,0.18373,0.53714,0.4434,0.48579,0.26082,0.10028,0.14486,0.33419,0.22749,0.27071,0.33716,0.22997,0.27344
1864,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-226-article_output,0.93011,0.92513,0.92761,0.91351,0.9086,0.91105,0.90217,0.8973,0.89973,0.89071,0.88587,0.88828,0.93011,0.92513,0.92761,0.70684,0.33011,0.45004,0.86579,0.85653,0.86114,0.86647,0.85726,0.86184
1865,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-228-article_output,0.71178,0.7867,0.74737,0.57789,0.63889,0.60686,0.5466,0.60446,0.57408,0.52273,0.57821,0.54907,0.70175,0.77562,0.73684,0.35884,0.19559,0.25318,0.49884,0.60954,0.54866,0.49989,0.61051,0.54969
1866,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-138-article_output,0.85185,0.60526,0.70769,0.69681,0.49434,0.57837,0.60428,0.42803,0.50111,0.52151,0.36882,0.43207,0.83598,0.59398,0.6945,0.5323,0.18578,0.27543,0.7243,0.3651,0.48548,0.72563,0.36688,0.48735
1867,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-150-article_output,0.89231,0.67836,0.77076,0.73745,0.56012,0.63667,0.68992,0.52353,0.59532,0.6537,0.49558,0.56376,0.86154,0.65497,0.74419,0.52179,0.18046,0.26817,0.75806,0.43772,0.55498,0.75909,0.43912,0.55638
1868,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-195-article_output,0.79121,0.86747,0.82759,0.76667,0.84146,0.80233,0.75281,0.82716,0.78824,0.73864,0.8125,0.77381,0.79121,0.86747,0.82759,0.65856,0.38762,0.48801,0.61587,0.74111,0.67271,0.61959,0.74405,0.67614
1869,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-143-article_output,0.56536,0.66538,0.61131,0.33443,0.39382,0.3617,0.27303,0.32171,0.29538,0.24422,0.28794,0.26428,0.54902,0.64615,0.59364,0.3353,0.18848,0.24131,0.2803,0.38848,0.32564,0.28216,0.39061,0.32764
1870,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-192-article_output,0.60784,0.51667,0.55856,0.52,0.44068,0.47707,0.4898,0.41379,0.4486,0.47917,0.40351,0.4381,0.56863,0.48333,0.52252,0.50784,0.21817,0.30522,0.28941,0.20847,0.24236,0.30113,0.21815,0.25301
1871,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-105-article_output,0.49876,0.69072,0.57925,0.28358,0.3931,0.32948,0.21197,0.29412,0.24638,0.165,0.22917,0.19186,0.4665,0.64605,0.54179,0.26548,0.18141,0.21554,0.24389,0.46821,0.32072,0.24514,0.46972,0.32215
1872,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-167-article_output,0.8323,0.93056,0.87869,0.8125,0.90909,0.85809,0.80503,0.90141,0.8505,0.79747,0.89362,0.84281,0.8323,0.93056,0.87869,0.66027,0.36945,0.47379,0.68773,0.86033,0.76441,0.68949,0.86129,0.76587
1873,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-108-article_output,0.61224,0.46154,0.52631,0.32877,0.24742,0.28235,0.21379,0.16062,0.18343,0.15278,0.11458,0.13095,0.55782,0.42051,0.47953,0.31717,0.12186,0.17607,0.34498,0.19572,0.24975,0.34863,0.19844,0.25292
1874,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-218-article_output,0.92,0.45817,0.6117,0.77419,0.384,0.51337,0.69106,0.34137,0.45699,0.65574,0.32258,0.43243,0.864,0.43028,0.57447,0.61048,0.1454,0.23486,0.80581,0.19904,0.31923,0.80759,0.20108,0.32199
1875,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-143-article_output,0.69257,0.78846,0.73741,0.57288,0.65251,0.61011,0.52721,0.60078,0.5616,0.48805,0.55642,0.52,0.67905,0.77308,0.72302,0.451,0.24522,0.3177,0.40969,0.53124,0.46261,0.41158,0.5332,0.46456
1876,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-121-article_output,0.75556,0.64151,0.69388,0.46468,0.39432,0.42662,0.35075,0.29747,0.32192,0.28839,0.24444,0.2646,0.67407,0.57233,0.61905,0.4126,0.16704,0.23781,0.52527,0.37845,0.43993,0.52692,0.38007,0.44161
1877,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-198-article_output,0.81481,0.51163,0.62857,0.62687,0.39252,0.48276,0.53383,0.33333,0.4104,0.47727,0.29717,0.36628,0.77778,0.48837,0.6,0.53526,0.15689,0.24266,0.63836,0.25099,0.36031,0.64081,0.25333,0.36311
1878,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-213-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-229-article_output,0.84211,0.81729,0.82951,0.79108,0.76772,0.77922,0.77642,0.75345,0.76476,0.76171,0.73913,0.75025,0.84211,0.81729,0.82951,0.52068,0.24969,0.33752,0.71857,0.6768,0.69706,0.71907,0.67735,0.69759
1880,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-174-article_output,0.69149,0.69892,0.69519,0.62366,0.63043,0.62703,0.61957,0.62637,0.62295,0.61538,0.62222,0.61878,0.69149,0.69892,0.69519,0.56194,0.28549,0.37862,0.44749,0.45722,0.4523,0.45251,0.46224,0.45732
1881,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-200-article_output,0.5671,0.64851,0.60508,0.34348,0.39303,0.36659,0.27948,0.32,0.29837,0.25877,0.29648,0.27634,0.50216,0.57426,0.5358,0.33105,0.1876,0.23949,0.28541,0.37348,0.32356,0.28778,0.37611,0.32607
1882,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-229-article_output,0.79783,0.72102,0.75748,0.6732,0.60827,0.63909,0.63537,0.57396,0.60311,0.61488,0.55534,0.5836,0.7913,0.71513,0.75129,0.44592,0.19913,0.27532,0.65127,0.53181,0.58551,0.65191,0.53254,0.58621
1883,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-187-article_output,0.76119,0.68,0.71831,0.65414,0.58389,0.61702,0.62121,0.55405,0.58571,0.60305,0.53741,0.56834,0.75373,0.67333,0.71127,0.55328,0.25561,0.34967,0.58164,0.4638,0.51608,0.58425,0.46662,0.51885
1884,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-160-article_output,0.75,0.79245,0.77064,0.7027,0.74286,0.72222,0.7,0.74038,0.71962,0.69725,0.73786,0.71698,0.75,0.79245,0.77064,0.58797,0.34491,0.43478,0.56242,0.62821,0.5935,0.56583,0.63139,0.59681
1885,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-104-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-152-article_output,0.72332,0.7625,0.74239,0.60714,0.64017,0.62322,0.5259,0.55462,0.53988,0.468,0.49367,0.48049,0.66008,0.69583,0.67748,0.42868,0.2141,0.28557,0.4829,0.53675,0.5084,0.48478,0.53861,0.51028
1887,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-215-article_output,0.37349,0.48438,0.42177,0.26829,0.34921,0.30345,0.25926,0.33871,0.29371,0.25,0.32787,0.28369,0.3494,0.45312,0.39456,0.31706,0.20268,0.24728,0.13606,0.22966,0.17088,0.14175,0.23761,0.17757
1888,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-216-article_output,0.86854,0.99462,0.92731,0.85377,0.97838,0.91184,0.83412,0.95652,0.89114,0.81905,0.93989,0.87532,0.85915,0.98387,0.91729,0.66215,0.34965,0.45764,0.68035,0.89282,0.77224,0.6821,0.8939,0.77377
1889,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-189-article_output,0.74869,0.65,0.69586,0.65263,0.56621,0.60636,0.62434,0.54128,0.57985,0.60638,0.52535,0.56296,0.73822,0.64091,0.68613,0.5279,0.22829,0.31874,0.53899,0.40598,0.46312,0.54121,0.4082,0.46539
1890,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-204-article_output,0.79268,0.47794,0.59633,0.56442,0.33948,0.42396,0.5,0.3,0.375,0.47205,0.28253,0.35349,0.76829,0.46324,0.57798,0.51427,0.14722,0.22891,0.59779,0.21679,0.31819,0.60019,0.21871,0.32059
1891,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-186-article_output,0.57792,0.61806,0.59732,0.45098,0.48252,0.46622,0.42763,0.45775,0.44218,0.4106,0.43972,0.42466,0.56494,0.60417,0.5839,0.45065,0.24386,0.31647,0.32349,0.37014,0.34525,0.3268,0.3736,0.34864
1892,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-157-article_output,0.69636,0.62545,0.659,0.45528,0.40876,0.43077,0.39184,0.35165,0.37066,0.34836,0.3125,0.32946,0.65587,0.58909,0.62069,0.40894,0.17016,0.24032,0.42852,0.34556,0.38259,0.43063,0.34755,0.38466
1893,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-176-article_output,0.82716,0.77011,0.79762,0.7375,0.68605,0.71085,0.72152,0.67059,0.69512,0.70513,0.65476,0.67901,0.81481,0.75862,0.78571,0.68217,0.32153,0.43706,0.69043,0.59797,0.64088,0.69367,0.60178,0.64447
1894,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-208-article_output,0.42463,0.80321,0.55556,0.28298,0.53629,0.37047,0.20896,0.39676,0.27375,0.17094,0.3252,0.22409,0.41401,0.78313,0.54166,0.26928,0.25099,0.25981,0.13687,0.49067,0.21404,0.13809,0.49316,0.21576
1895,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-115-article_output,0.92308,0.63717,0.75393,0.74026,0.50893,0.60318,0.65789,0.45045,0.53476,0.58667,0.4,0.47568,0.78205,0.53982,0.63874,0.61549,0.20495,0.3075,0.79021,0.375,0.50863,0.79351,0.3795,0.51344
1896,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-165-article_output,0.54839,0.33333,0.41463,0.43333,0.26,0.325,0.37931,0.22449,0.28205,0.35714,0.20833,0.26315,0.48387,0.29412,0.36586,0.22485,0.07603,0.11364,0.21505,0.07843,0.11494,0.23636,0.0883,0.12857
1897,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-225-article_output,0.7,0.85849,0.77119,0.59073,0.72512,0.65106,0.53101,0.65238,0.58547,0.49027,0.60287,0.54077,0.68846,0.84434,0.75847,0.47094,0.28036,0.35148,0.47285,0.71184,0.56824,0.47458,0.7132,0.56992
1898,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-113-article_output,0.74812,0.54521,0.63075,0.51321,0.37363,0.43244,0.42045,0.30579,0.35407,0.34981,0.25414,0.2944,0.72556,0.52877,0.61173,0.44594,0.15353,0.22842,0.52325,0.27762,0.36277,0.52492,0.27907,0.36441
1899,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-131-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-196-article_output,0.65084,0.82624,0.72813,0.56303,0.7153,0.6301,0.54775,0.69643,0.61321,0.53521,0.681,0.59937,0.63966,0.81206,0.71562,0.45773,0.28191,0.34892,0.41591,0.67081,0.51347,0.41723,0.67192,0.5148
1901,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-98-article_output,0.68657,0.43396,0.53179,0.56061,0.35238,0.43275,0.46154,0.28846,0.35503,0.39062,0.24272,0.2994,0.68657,0.43396,0.53179,0.56837,0.17591,0.26867,0.36635,0.14555,0.20833,0.37549,0.15079,0.21517
1902,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-168-article_output,0.74561,0.80189,0.77273,0.66079,0.7109,0.68493,0.62389,0.67143,0.64679,0.60889,0.6555,0.63134,0.74561,0.80189,0.77273,0.45744,0.24725,0.321,0.55282,0.63963,0.59307,0.55449,0.64114,0.59468
1903,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-173-article_output,0.81679,0.5847,0.68153,0.76923,0.54945,0.64102,0.75194,0.53591,0.62581,0.73438,0.52222,0.61039,0.81679,0.5847,0.68153,0.58719,0.20912,0.30841,0.66847,0.3418,0.45232,0.67068,0.3444,0.4551
1904,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-141-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-97-article_output,0.9322,0.51887,0.66667,0.65517,0.3619,0.46625,0.52632,0.28846,0.37267,0.44643,0.24272,0.31447,0.86441,0.48113,0.61818,0.60276,0.15141,0.24202,0.78375,0.24097,0.36861,0.78802,0.24586,0.37479
1906,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-203-article_output,0.37102,0.66456,0.47619,0.20922,0.3758,0.26879,0.1637,0.29487,0.21052,0.13571,0.24516,0.17471,0.35689,0.63924,0.45805,0.22516,0.20783,0.21615,0.13107,0.42167,0.19998,0.13274,0.42468,0.20226
1907,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-126-article_output,0.68534,0.55208,0.61153,0.41991,0.33798,0.37452,0.32609,0.26224,0.2907,0.27948,0.22456,0.24903,0.65086,0.52431,0.58077,0.39289,0.15397,0.22124,0.46085,0.2988,0.36254,0.46276,0.30054,0.36441
1908,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-220-article_output,0.94366,0.95714,0.95035,0.9,0.91304,0.90647,0.86957,0.88235,0.87591,0.83824,0.85075,0.84445,0.94366,0.95714,0.95035,0.81118,0.35177,0.49073,0.88974,0.91553,0.90245,0.89119,0.91667,0.90375
1909,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-169-article_output,0.70175,0.44444,0.54421,0.42857,0.26966,0.33103,0.34545,0.21591,0.26573,0.31481,0.1954,0.24113,0.61404,0.38889,0.47619,0.45128,0.14051,0.2143,0.38847,0.15481,0.22139,0.39891,0.16097,0.22938
1910,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-150-article_output,0.78929,0.6462,0.71061,0.62724,0.5132,0.56452,0.57914,0.47353,0.52104,0.54152,0.44248,0.48702,0.76429,0.62573,0.6881,0.4968,0.18504,0.26965,0.57599,0.38583,0.46211,0.57752,0.38735,0.46369
1911,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-197-article_output,0.82979,0.45882,0.59091,0.70968,0.39053,0.50382,0.66304,0.3631,0.46923,0.62637,0.34132,0.44186,0.80851,0.44706,0.57576,0.61335,0.16866,0.26457,0.68611,0.20877,0.32013,0.68907,0.21164,0.32382
1912,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-171-article_output,0.65217,0.37975,0.48,0.44444,0.25641,0.3252,0.38636,0.22078,0.28099,0.34884,0.19737,0.2521,0.63043,0.36709,0.464,0.52835,0.14316,0.22528,0.36908,0.12399,0.18562,0.37963,0.12979,0.19344
1913,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-171-article_output,0.88889,0.40506,0.55652,0.82857,0.37179,0.51327,0.79412,0.35065,0.48649,0.75758,0.32895,0.45872,0.86111,0.39241,0.53913,0.74744,0.1585,0.26154,0.79524,0.16261,0.27001,0.8,0.16841,0.27825
1914,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-189-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-155-article_output,0.77593,0.68,0.7248,0.50833,0.44526,0.47471,0.41004,0.35897,0.38281,0.36134,0.31618,0.33725,0.73859,0.64727,0.68992,0.39219,0.16863,0.23585,0.57818,0.44382,0.50217,0.57984,0.44555,0.5039
1916,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-222-article_output,0.66871,0.61236,0.6393,0.54321,0.49718,0.51918,0.50311,0.46023,0.48072,0.4875,0.44571,0.46567,0.65031,0.59551,0.6217,0.51671,0.22098,0.30957,0.46247,0.38761,0.42174,0.46495,0.39008,0.42424
1917,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-228-article_output,0.72754,0.69529,0.71105,0.57267,0.54722,0.55966,0.53936,0.51532,0.52707,0.51754,0.49441,0.50571,0.71014,0.67867,0.69405,0.37673,0.17755,0.24135,0.5227,0.47733,0.49899,0.52388,0.47853,0.50018
1918,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-205-article_output,0.77083,0.69159,0.72906,0.65263,0.58491,0.61692,0.6383,0.57143,0.60302,0.62366,0.55769,0.58883,0.76042,0.68224,0.71921,0.63486,0.2916,0.39964,0.53904,0.43343,0.4805,0.54393,0.43829,0.48543
1919,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-169-article_output,0.63542,0.67778,0.65592,0.48421,0.51685,0.5,0.46809,0.5,0.48352,0.45161,0.48276,0.46667,0.63542,0.67778,0.65592,0.55385,0.29044,0.38105,0.35789,0.40749,0.38108,0.36369,0.41353,0.38701
